# %ECSV 0.9
# ---
# datatype:
# - {name: facet_num,datatype: int}
# - {name: chan_id,datatype: int}
# - {name: SPO_MM_num,datatype: int}
# - {name: SPO_row_num,datatype: int}
# - {name: X,unit: mm,datatype: float64}
# - {name: Y,unit: mm,datatype: float64}
# - {name: Z,unit: mm,datatype: float64}
# - {name: DispNX,datatype: float64}
# - {name: DispNY,datatype: float64}
# - {name: DispNZ,datatype: float64}
# - {name: GBarNX,datatype: float64}
# - {name: GBarNY,datatype: float64}
# - {name: GBarNZ,datatype: float64}
# - {name: NormNX,datatype: float64}
# - {name: NormNY,datatype: float64}
# - {name: NormNZ,datatype: float64}
# - {name: xsize,unit: mm,datatype: float64}
# - {name: ysize,unit: mm,datatype: float64}
# - {name: period,unit: mm,datatype: float64}
# Author: Casey DeRoo
# ORIGFILE: arcusTrace.ParamFiles.arcus_params_wsdesign_rev1p0.py
# Description: Specifications of CAT Grating Facets from preliminary specifications for Arcus 2020 (E. Hertz, as of 20/04/24)
facet_num,chan_id,SPO_MM_num,SPO_row_num,X,Y,Z,DispNX,DispNY,DispNZ,GBarNX,GBarNY,GBarNZ,NormNX,NormNY,NormNZ,xsize,ysize,period
71,1,7,1,196.5,494.9,11852.87124,0.9988492649394909,-0.002000752395144157,-0.04791808551781228,0.0,0.9991294566900474,-0.04171724792278301,0.04795983663273933,0.0416692424229703,0.9979797233942466,28,28.5,0.0002
72,1,8,2,-196.5,565.7,11869.60309,0.999889275335099,-0.0007084063882517511,-0.014863890144897873,0.0,0.9988662145370487,-0.0476055191803055,0.014880761736232054,0.04760024807514683,0.9987556154101633,28,28.5,0.0002
73,1,12,3,-196.5,599.2,11867.95628,0.9998892753935482,-0.000750357250599921,-0.014861827510849244,0.0,0.9987278673406478,-0.050424666555185196,0.014880757808853798,0.0504190833038254,0.9986172835905839,28,28.5,0.0002
74,1,12,3,-163.5,572.1,11868.62695,0.9998441199876128,-0.0008500819604724152,-0.017635563128424646,0.0,0.9988402698901927,-0.04814680929913121,0.017656039368900703,0.04813930417390127,0.9986845706565495,28,28.5,0.0002
75,1,12,3,-163.5,605.6,11866.96167,0.9998441200507936,-0.0008998595784790097,-0.017633089706394926,0.0,0.9987003829781411,-0.05096611658066999,0.01765603579104752,0.05095817198500613,0.9985447056131698,28,28.5,0.0002
76,1,12,3,-130.5,578.4,11867.46858,0.9997912543841083,-0.0009946172875147574,-0.02040731225571613,0.0,0.9988144018606172,-0.0486804954352094,0.020431535846600592,0.048670333595207865,0.9986059037331394,28,28.5,0.0002
77,1,12,3,-130.5,611.9,11865.78509,0.9997912544474034,-0.001052224062327791,-0.02040441998710301,0.0,0.9986729942108842,-0.051500006154050454,0.020431532749341896,0.051489255756807094,0.9984645256648443,28,28.5,0.0002
78,1,13,3,-87.5,588.8,11865.5697,0.9997107923688351,-0.001191883012703226,-0.02401897242098525,0.0,0.9987710696593021,-0.049561582012821265,0.02404852638470849,0.049547248425090555,0.9984822174441698,28,28.5,0.0002
79,1,13,3,-87.5,622.3,11863.85619,0.999710792424526,-0.001259695924972343,-0.024015509074402877,0.0,0.9986271508762312,-0.052381423547100375,0.024048524069599758,0.05236627444259646,0.998338340339124,28,28.5,0.0002
80,1,13,3,-54.5,591.9,11864.13954,0.9996401510602952,-0.0013366211373490797,-0.026791450727526585,0.0,0.9987578203853823,-0.049827865888882474,0.02682477191236289,0.0498099353841746,0.9983984184426947,28,28.5,0.0002
81,1,13,3,-54.5,625.4,11862.41681,0.9996401511016791,-0.0014122708098226646,-0.02678756794805355,0.0,0.9986131317586692,-0.052648011160372606,0.02682477037016092,0.052629065831557784,0.9982537819233572,28,28.5,0.0002
82,1,13,3,-21.5,593.4,11862.60496,0.9995617810901835,-0.0014788964322930292,-0.029564482900312765,0.0,0.9987512058879283,-0.04996027159062512,0.029601449015552176,0.04993837805487454,0.9983135342233062,28,28.5,0.0002
83,1,13,3,-21.5,626.9,11860.87752,0.9995617811093347,-0.0015623870652406225,-0.029560187621073975,0.0,0.9986061240220636,-0.052780764163007025,0.029601448368867463,0.05275763463508704,0.998168515954183,28,28.5,0.0002
84,1,14,3,21.5,626.6,11858.71495,0.9994480535687507,-0.0017528746954802751,-0.033174020677894406,0.0,0.9986069481056741,-0.05276517028373428,0.03322029827733972,0.05273604673630192,0.9980557705644465,28,28.5,0.0002
85,1,14,3,21.5,593.1,11860.44217,0.9994480535918353,-0.0016591598485944613,-0.03317883904070235,0.0,0.9987520117172969,-0.04994415972516215,0.03322029758283364,0.04991659322559303,0.9982007541317822,28,28.5,0.0002
86,1,14,3,54.5,625.1,11856.91039,0.9993518541734219,-0.0018952051681231973,-0.035948292831709534,0.0,0.9986131746889736,-0.05264719686374196,0.03599821606890569,0.052613073802813694,0.997965927727433,28,28.5,0.0002
87,1,14,3,54.5,591.6,11858.63387,0.9993518542401207,-0.0017936376054955448,-0.03595350179012029,0.0,0.9987579265217466,-0.049825738428862155,0.03599821421726404,0.04979344408776664,0.9981105858065259,28,28.5,0.0002
88,1,14,3,87.5,622.0,11855.00559,0.9992478978717836,-0.0020317179108923773,-0.038723516384135466,0.0,0.9986264270578141,-0.052395220981921134,0.038776779118718054,0.05235581442471226,0.9978753579967308,28,28.5,0.0002
89,1,14,3,87.5,588.5,11856.7208,0.9992478979922853,-0.0019222916248840894,-0.038729099562326216,0.0,0.9987704895544123,-0.04957327097579726,0.03877677601348101,0.04953598681916738,0.998019312263972,28,28.5,0.0002
90,1,15,3,130.5,611.0,11852.6075,0.9991007832980353,-0.002182732704963389,-0.042342183354082415,0.0,0.9986739493725002,-0.051481480599656876,0.04239840578668083,0.0514351875924598,0.9977759250774075,28,28.5,0.0002
91,1,15,3,130.5,577.5,11854.2922,0.9991007835036491,-0.0020630563617846263,-0.04234817824703701,0.0,0.9988154578160866,-0.04865882476633991,0.042398400941482665,0.048615069948416974,0.997917306479608,28,28.5,0.0002
