# %ECSV 0.9
# ---
# datatype:
# - {name: facet_num,datatype: int}
# - {name: chan_id,datatype: int}
# - {name: SPO_MM_num,datatype: int}
# - {name: SPO_row_num,datatype: int}
# - {name: X,unit: mm,datatype: float64}
# - {name: Y,unit: mm,datatype: float64}
# - {name: Z,unit: mm,datatype: float64}
# - {name: DispNX,datatype: float64}
# - {name: DispNY,datatype: float64}
# - {name: DispNZ,datatype: float64}
# - {name: GBarNX,datatype: float64}
# - {name: GBarNY,datatype: float64}
# - {name: GBarNZ,datatype: float64}
# - {name: NormNX,datatype: float64}
# - {name: NormNY,datatype: float64}
# - {name: NormNZ,datatype: float64}
# - {name: xsize,unit: mm,datatype: float64}
# - {name: ysize,unit: mm,datatype: float64}
# - {name: period,unit: mm,datatype: float64}
# Author: Casey DeRoo
# ORIGFILE: arcusTrace.ParamFiles.arcus_params_wsdesign_rev1p0.py
# Description: Specifications of CAT Grating Facets from preliminary specifications for Arcus 2020 (E. Hertz, as of 20/04/24)
facet_num,chan_id,SPO_MM_num,SPO_row_num,X,Y,Z,DispNX,DispNY,DispNZ,GBarNX,GBarNY,GBarNZ,NormNX,NormNY,NormNZ,xsize,ysize,period
92,1,15,3,163.5,604.7,11850.4382,0.9989789211388248,-0.002302367420004859,-0.0451199980559964,0.0,0.9987006264750493,-0.05096134494245642,0.04517870206535175,0.05090930939039861,0.9976808743767132,28,28.5,0.0002
93,1,15,3,163.5,571.2,11852.10557,0.9989789214223124,-0.0021748164194460864,-0.04512631967549792,0.0,0.9988406898311226,-0.04813809653161378,0.04517869579695195,0.048088943752474696,0.9978207950002134,28,28.5,0.0002
94,1,15,3,196.5,598.3,11848.08573,0.9988492638552098,-0.002418776229466842,-0.047898826890204416,0.0,0.9987274290287435,-0.05043334715876478,0.047959859214826754,0.05037531168328642,0.9975781572773663,28,28.5,0.0002
95,1,11,2,196.5,564.8,11849.73552,0.9988492642292862,-0.002283342719388164,-0.04790546622922685,0.0,0.9988660266206992,-0.04760946190597939,0.0479598514240169,0.04755467599513974,0.9977165957537157,28,28.5,0.0002
96,1,12,3,-196.5,635.7,11866.05389,0.9998892754610503,-0.0007960649027068622,-0.014859444762399296,0.0,0.9985680489185405,-0.05349627724449146,0.014880753273141704,0.05349035389385802,0.998457482931714,28,28.5,0.0002
97,1,16,4,-196.5,669.2,11864.20858,0.9998892755268515,-0.0008380157575911805,-0.01485713350476462,0.0,0.9984130269783958,-0.056315429145459485,0.014880748851733589,0.05630919364923721,0.9983024782219988,28,28.5,0.0002
98,1,16,4,-163.5,641.2,11865.08789,0.9998441201218095,-0.0009527575941083942,-0.01763030660006401,0.0,0.9985429812448158,-0.05396215902570747,0.017656031769494294,0.05395374741093162,0.998387328486531,28,28.5,0.0002
99,1,16,4,-163.5,674.7,11863.22662,0.9998441201924725,-0.0010025352309150906,-0.01762754207630021,0.0,0.9983866307882382,-0.05678147112668276,0.017656027767902954,0.056772620041892395,0.9982310024723927,28,28.5,0.0002
100,1,16,4,-130.5,647.5,11863.89191,0.9997912545188562,-0.001113442034195132,-0.020401167477593157,0.0,0.9985139744100342,-0.05449626508191081,0.02043152925290511,0.054484889232835725,0.9983055391300169,28,28.5,0.0002
101,1,16,4,-130.5,681.0,11862.01236,0.9997912545898026,-0.0011710488589914618,-0.020397938384024403,0.0,0.998356099414509,-0.05731578108904285,0.020431525781218624,0.05730381668280863,0.9981476971610135,28,28.5,0.0002
102,1,17,4,-87.5,656.3,11862.01991,0.9997107924841031,-0.0013285210164137523,-0.024011797573599527,0.0,0.9984729198754136,-0.05524335503448281,0.024048521592949807,0.05522737824100349,0.9981841540025661,28,28.5,0.0002
103,1,17,4,-87.5,689.8,11860.11481,0.999710792546025,-0.0013963340231980218,-0.024007946982078494,0.0,0.9983129091354224,-0.058063202233167445,0.024048519018821768,0.05804640992227997,0.9980241896007012,28,28.5,0.0002
104,1,17,4,-54.5,659.4,11860.57113,0.9996401511460918,-0.0014890496491918176,-0.02678340806845784,0.0,0.9984581173059066,-0.05551025117890042,0.026824768715112732,0.05549027587863351,0.9980988232967185,28,28.5,0.0002
105,1,17,4,-54.5,692.9,11858.65676,0.9996401511920232,-0.0015646994558120935,-0.026779093345409736,0.0,0.9982973325348624,-0.058330402482566344,0.0268247670034464,0.058309412356764186,0.9979380964297434,28,28.5,0.0002
106,1,17,4,-21.5,660.9,11859.02704,0.9995617811298467,-0.0016471239153618056,-0.029555586398103077,0.0,0.9984507082686075,-0.05564335681746811,0.0296014476762251,0.05561897284851203,0.9980131683273262,28,28.5,0.0002
107,1,17,4,-21.5,694.4,11857.1079,0.9995617811511233,-0.001730614727230255,-0.02955081445002622,0.0,0.9982895259200908,-0.05846385582768551,0.0296014469577753,0.05843823586408381,0.9978520566331963,28,28.5,0.0002
108,1,18,4,21.5,694.1,11854.94566,0.9994480535183365,-0.0019417034815163903,-0.03316350563493678,0.0,0.9982903778865261,-0.05844930640458438,0.033220299794080976,0.058417045515558694,0.9977393750247731,28,28.5,0.0002
109,1,18,4,21.5,660.6,11856.86466,0.9994480535440357,-0.0018479883906599274,-0.03316885897866479,0.0,0.998451547886092,-0.055628288881350234,0.033220299020908374,0.0555975850444508,0.9979004560927841,28,28.5,0.0002
110,1,18,4,54.5,692.6,11853.14856,0.9993518540278173,-0.002099856668578738,-0.03593692325638242,0.0,0.9982972254050414,-0.05833223593002295,0.03599822011105124,0.058294428126256514,0.9976501830793542,28,28.5,0.0002
111,1,18,4,54.5,659.1,11855.06386,0.999351854101885,-0.001998288811441553,-0.035942711986592484,0.0,0.998458088448143,-0.055510770238581496,0.035998218054857534,0.05547479116055014,0.9978109419336753,28,28.5,0.0002
112,1,18,4,87.5,689.5,11851.26033,0.99924789760827,-0.002252204238783138,-0.03871132523589333,0.0,0.9983118592263875,-0.05808125108805152,0.03877678590925639,0.058037568040193534,0.9975610264893711,28,28.5,0.0002
113,1,18,4,87.5,656.0,11853.16742,0.9992478977423465,-0.0021427776009940824,-0.038717533000623194,0.0,0.9984720379091867,-0.05525929345798665,0.03877678245421695,0.055217732818620545,0.997721084835271,28,28.5,0.0002
114,1,19,4,130.5,680.0,11848.8374,0.999100782838343,-0.0024292309039537136,-0.042328767629415544,0.0,0.9983572738023316,-0.05729532132710215,0.04239841661913545,0.057243800390882185,0.9974595338082638,28,28.5,0.0002
115,1,19,4,130.5,646.5,11850.7183,0.9991007830679175,-0.0023095541258088955,-0.04233546070156841,0.0,0.9985152625782409,-0.054472657345743566,0.042398411209314014,0.05442367460992274,0.9976173807471876,28,28.5,0.0002
116,1,19,4,163.5,673.8,11846.69798,0.9989789205019337,-0.0025654659147060894,-0.04510581755640767,0.0,0.9983864395025551,-0.056784834396261155,0.04517871614810953,0.05672685256605804,0.9973670075780317,28,28.5,0.0002
117,1,19,4,163.5,640.3,11848.56189,0.9989789208190655,-0.002437914415605913,-0.04511288432895493,0.0,0.9985430126693513,-0.053961577527126006,0.04517870913578083,0.05390647848374266,0.9975234211878468,28,28.5,0.0002
118,1,19,4,196.5,668.2,11844.33645,0.9988492630054289,-0.002701368213814527,-0.04788373840130918,0.0,0.9984124539801336,-0.05632558687992397,0.047959876913015724,0.05626077094336031,0.9972635438334979,28,28.5,0.0002
119,1,15,3,196.5,634.7,11846.18511,0.9988492634246264,-0.0025659341337762715,-0.04789117808221398,0.0,0.99856775877681,-0.0535016927905866,0.04795986818248369,0.053440126435848084,0.9974186703337969,28,28.5,0.0002
120,1,16,4,-196.5,704.4,11862.16723,0.9998892755992524,-0.0008820954578525654,-0.014854576709072328,0.0,0.9982415343069506,-0.05927764489675096,0.014880743986860272,0.05927108141504203,0.998131004611263,28,28.5,0.0002
121,1,20,5,-196.5,737.9,11860.12694,0.9998892756718208,-0.000924046304757831,-0.014852021239823557,0.0,0.9980701314169074,-0.062096801636132896,0.014880739110726546,0.06208992600948966,0.9979596207721305,28,28.5,0.0002
122,1,20,5,-163.5,710.3,11861.14446,0.9998441202715538,-0.0010554332677368944,-0.017624449467150728,0.0,0.998211725147362,-0.059777519004449525,0.017656023289597107,0.059768200901019926,0.9980561241747143,28,28.5,0.0002
123,1,20,5,-163.5,743.8,11859.08701,0.9998441203496923,-0.0011052109254377637,-0.017621393558979646,0.0,0.9980388950662118,-0.0625968364617175,0.017656018864686242,0.06258707888873948,0.9978833211122554,28,28.5,0.0002
124,1,20,5,-130.5,715.7,11859.9652,0.9997912546670435,-0.00123071923913137,-0.02039442133165925,0.0,0.9981841455637459,-0.06023629757193326,0.020431522001525145,0.06022372352594055,0.9979757792819284,28,28.5,0.0002
125,1,20,5,-130.5,749.2,11857.89198,0.9997912547450732,-0.001288326117494816,-0.020390859498486808,0.0,0.9980100017831219,-0.06305581924654326,0.020431518183239565,0.06304265664348004,0.9978016719308804,28,28.5,0.0002
126,1,21,5,-87.5,723.8,11858.08399,0.9997107926119022,-0.0014651592154493506,-0.024003842270683758,0.0,0.9981423382188309,-0.06092513976221127,0.02404851628027144,0.06090751976167114,0.9978536680802448,28,28.5,0.0002
127,1,21,5,-87.5,757.3,11855.98711,0.9997107926801126,-0.001532972327095883,-0.02399960405392248,0.0,0.9979662197870933,-0.06374499324542246,0.024048513444716164,0.06372655772676972,0.9976776006513306,28,28.5,0.0002
128,1,21,5,-54.5,726.9,11856.61649,0.9996401512410211,-0.0016414784382196828,-0.0267744948666597,0.0,0.9981259738713092,-0.061192648933106775,0.02682476517749833,0.06117062883432957,0.9977667994783073,28,28.5,0.0002
129,1,21,5,-54.5,760.4,11854.51028,0.9996401512916341,-0.0017171283945242935,-0.026769747770868144,0.0,0.9979490771297523,-0.06401280696763322,0.026824763291391437,0.06398977204172704,0.9975899664433324,28,28.5,0.0002
130,1,21,5,-21.5,728.4,11855.06276,0.9995617811738196,-0.0018153517693284026,-0.02954572921041359,0.0,0.9981177615238233,-0.06132645538976065,0.02960144619138549,0.06129958098246594,0.9976803675299784,28,28.5,0.0002
131,1,21,5,-21.5,761.9,11852.95172,0.9995617811972768,-0.0018988427808030288,-0.02954048012170737,0.0,0.99794046281318,-0.06414696158210301,0.02960144539929083,0.0641188511774002,0.9975031465383772,28,28.5,0.0002
132,1,22,5,21.5,761.6,11850.78968,0.9994480534627189,-0.0021305327956977708,-0.03315191185419734,0.0,0.9979413307484327,-0.06413345760246471,0.03322030146735598,0.06409805936261717,0.9973905204865166,28,28.5,0.0002
133,1,22,5,21.5,728.1,11852.90064,0.9994480534909939,-0.0020368174364047264,-0.03315780070804112,0.0,0.998118623025949,-0.06131243241613755,0.03322030061669242,0.06127859123310679,0.997567714936396,28,28.5,0.0002
134,1,22,5,54.5,760.1,11848.99993,0.9993518538671324,-0.0023045088128070728,-0.03592438463575238,0.0,0.9979487895033164,-0.06401729085852657,0.03599822457185614,0.06397579829901996,0.9973019728546002,28,28.5,0.0002
135,1,22,5,54.5,726.6,11851.10725,0.9993518539487426,-0.002202940627508853,-0.0359307537049129,0.0,0.9981257796348832,-0.06119581708137071,0.035998222306267307,0.06115615325417594,0.9974788483521546,28,28.5,0.0002
136,1,22,5,87.5,757.0,11847.12818,0.9992478973177163,-0.002472691328865686,-0.038697874666639785,0.0,0.9979647948411897,-0.06376729771271712,0.03877679339660267,0.06371933815706542,0.9972142228421648,28,28.5,0.0002
137,1,22,5,87.5,723.5,11849.22733,0.9992478974652055,-0.002363264303642367,-0.038704707636119634,0.0,0.9981411055285127,-0.06094533168601795,0.03877678959592152,0.060899494547573006,0.997390401072962,28,28.5,0.0002
138,1,23,5,130.5,748.2,11844.71361,0.9991007823353447,-0.00267287210546318,-0.042314093297740024,0.0,0.998010889144284,-0.06304177305117242,0.042398428472079135,0.06298508477523364,0.9971134601232472,28,28.5,0.0002
139,1,23,5,130.5,714.7,11846.78862,0.9991007825884322,-0.0025531948514915365,-0.042321477139068864,0.0,0.9981851832081857,-0.06021910015635026,0.04239842250818315,0.06016495009298072,0.997287597711476,28,28.5,0.0002
140,1,23,5,163.5,742.8,11842.55837,0.9989789197971194,-0.002828184768115026,-0.045090122775373075,0.0,0.9980387019734775,-0.06259991504064666,0.045178731732761324,0.06253599550669664,0.9970196244131837,28,28.5,0.0002
141,1,23,5,163.5,709.3,11844.61873,0.9989789201480257,-0.0027006327147456656,-0.04509793435207565,0.0,0.9982117772607662,-0.05977664876774479,0.04517872397361484,0.05971561203606953,0.997192523327002,28,28.5,0.0002
142,1,23,5,196.5,736.9,11840.24691,0.9988492620780339,-0.0029791100912546515,-0.04786728057067134,0.0,0.9980688937160869,-0.06211669176917395,0.047959896227652385,0.06204521173636808,0.996920377991353,28,28.5,0.0002
143,1,19,4,196.5,703.4,11842.29122,0.9988492625418983,-0.002843675386273691,-0.047875507619276426,0.0,0.9982406349634705,-0.059292787990844996,0.04795988656685808,0.05922455755870865,0.9970919220726188,28,28.5,0.0002
