196.5,382.9,11857.03185
196.5,349.4,11858.06982
163.5,392.7,11859.38544
163.5,359.2,11860.45082
130.5,400.9,11861.60053
130.5,367.4,11862.68879
87.5,418.8,11863.94825
87.5,385.3,11865.08678
54.5,422.6,11865.87861
54.5,389.1,11867.02755
21.5,424.1,11867.70621
21.5,390.6,11868.85906
-21.5,424.4,11869.87063
-21.5,390.9,11871.02391
-54.5,422.9,11871.38184
-54.5,389.4,11872.53057
-87.5,419,11872.79422
-87.5,385.5,11873.93162
-130.5,401.5,11874.78428
-130.5,368,11875.87182
-163.5,393.3,11875.91008
-163.5,359.8,11876.9742
-196.5,383.4,11876.90179
-196.5,349.9,11877.9377
196.5,456.9,11854.40205
196.5,423.4,11855.65006
163.5,464.3,11856.7897
163.5,430.8,11858.05825
130.5,471.7,11858.98793
130.5,438.2,11860.27703
87.5,487,11861.33683
87.5,453.5,11862.66878
54.5,490.1,11863.2751
54.5,456.6,11864.61542
21.5,491.6,11865.09491
21.5,458.1,11866.43908
-21.5,491.9,11867.25857
-21.5,458.4,11868.6031
-54.5,490.4,11868.77904
-54.5,456.9,11870.11896
-87.5,487.3,11870.18143
-87.5,453.8,11871.51224
-130.5,472.3,11872.17389
-130.5,438.8,11873.46183
-163.5,465,11873.31402
-163.5,431.5,11874.58102
-196.5,457.5,11874.2738
-196.5,424,11875.51933
196.5,528.4,11851.42015
196.5,494.9,11852.87124
163.5,535.2,11853.79123
163.5,501.7,11855.26111
130.5,541.8,11855.98275
130.5,508.3,11857.47085
87.5,554.5,11858.36431
87.5,521,11859.88782
54.5,557.6,11860.28579
54.5,524.1,11861.81762
21.5,559.1,11862.09793
21.5,525.6,11863.63355
-21.5,559.4,11864.26097
-21.5,525.9,11865.79688
-54.5,557.9,11865.79079
-54.5,524.4,11867.32204
-87.5,554.8,11867.21162
-87.5,521.3,11868.73371
-130.5,542.5,11869.16726
-130.5,509,11870.65403
-163.5,536.1,11870.31066
-163.5,502.6,11871.77899
-196.5,529.2,11871.28932
-196.5,495.7,11872.73782
196.5,598.3,11848.08573
196.5,564.8,11849.73552
163.5,604.7,11850.4382
163.5,571.2,11852.10557
130.5,611,11852.6075
130.5,577.5,11854.2922
87.5,622,11855.00559
87.5,588.5,11856.7208
54.5,625.1,11856.91039
54.5,591.6,11858.63387
21.5,626.6,11858.71495
21.5,593.1,11860.44217
-21.5,626.9,11860.87752
-21.5,593.4,11862.60496
-54.5,625.4,11862.41681
-54.5,591.9,11864.13954
-87.5,622.3,11863.85619
-87.5,588.8,11865.5697
-130.5,611.9,11865.78509
-130.5,578.4,11867.46858
-163.5,605.6,11866.96167
-163.5,572.1,11868.62695
-196.5,599.2,11867.95628
-196.5,565.7,11869.60309
196.5,668.2,11844.33645
196.5,634.7,11846.18511
163.5,673.8,11846.69798
163.5,640.3,11848.56189
130.5,680,11848.8374
130.5,646.5,11850.7183
87.5,689.5,11851.26033
87.5,656,11853.16742
54.5,692.6,11853.14856
54.5,659.1,11855.06386
21.5,694.1,11854.94566
21.5,660.6,11856.86466
-21.5,694.4,11857.1079
-21.5,660.9,11859.02704
-54.5,692.9,11858.65676
-54.5,659.4,11860.57113
-87.5,689.8,11860.11481
-87.5,656.3,11862.01991
-130.5,681,11862.01236
-130.5,647.5,11863.89191
-163.5,674.7,11863.22662
-163.5,641.2,11865.08789
-196.5,669.2,11864.20858
-196.5,635.7,11866.05389
196.5,736.9,11840.24691
196.5,703.4,11842.29122
163.5,742.8,11842.55837
163.5,709.3,11844.61873
130.5,748.2,11844.71361
130.5,714.7,11846.78862
87.5,757,11847.12818
87.5,723.5,11849.22733
54.5,760.1,11848.99993
54.5,726.6,11851.10725
21.5,761.6,11850.78968
21.5,728.1,11852.90064
-21.5,761.9,11852.95172
-21.5,728.4,11855.06276
-54.5,760.4,11854.51028
-54.5,726.9,11856.61649
-87.5,757.3,11855.98711
-87.5,723.8,11858.08399
-130.5,749.2,11857.89198
-130.5,715.7,11859.9652
-163.5,743.8,11859.08701
-163.5,710.3,11861.14446
-196.5,737.9,11860.12694
-196.5,704.4,11862.16723
