1.935000000000000000e+02,8.120000000000000000e+02,1.183556856986099956e+04
1.935000000000000000e+02,7.810000000000000000e+02,1.183766167777000010e+04
1.615000000000000000e+02,8.170000000000000000e+02,1.183781156942800044e+04
1.295000000000000000e+02,8.240000000000000000e+02,1.183973900724300074e+04
1.615000000000000000e+02,7.860000000000000000e+02,1.183991712752000058e+04
1.935000000000000000e+02,7.420000000000000000e+02,1.184017873789700025e+04
1.295000000000000000e+02,7.930000000000000000e+02,1.184186231625499931e+04
1.935000000000000000e+02,7.110000000000000000e+02,1.184208716133700000e+04
8.650000000000000000e+01,8.320000000000000000e+02,1.184214813420499922e+04
1.615000000000000000e+02,7.470000000000000000e+02,1.184244988270599970e+04
5.450000000000000000e+01,8.320000000000000000e+02,1.184415498355099953e+04
8.650000000000000000e+01,8.010000000000000000e+02,1.184429162098300003e+04
1.615000000000000000e+02,7.160000000000000000e+02,1.184437080736899952e+04
1.935000000000000000e+02,6.720000000000000000e+02,1.184437200701999973e+04
1.295000000000000000e+02,7.540000000000000000e+02,1.184441742939799951e+04
2.250000000000000000e+01,8.320000000000000000e+02,1.184598825044899968e+04
1.935000000000000000e+02,6.410000000000000000e+02,1.184609594871899935e+04
5.450000000000000000e+01,8.010000000000000000e+02,1.184629781410400028e+04
1.295000000000000000e+02,7.230000000000000000e+02,1.184635614698599966e+04
1.615000000000000000e+02,6.770000000000000000e+02,1.184667141307699967e+04
8.650000000000000000e+01,7.640000000000000000e+02,1.184674296518499978e+04
2.250000000000000000e+01,8.010000000000000000e+02,1.184813045676900038e+04
1.935000000000000000e+02,6.020000000000000000e+02,1.184814882250200026e+04
-2.250000000000000000e+01,8.320000000000000000e+02,1.184827290531099970e+04
1.615000000000000000e+02,6.460000000000000000e+02,1.184840790824199939e+04
1.295000000000000000e+02,6.840000000000000000e+02,1.184867916461200002e+04
8.650000000000000000e+01,7.330000000000000000e+02,1.184870718616200065e+04
5.450000000000000000e+01,7.640000000000000000e+02,1.184874840812199909e+04
1.935000000000000000e+02,5.710000000000000000e+02,1.184968846533599935e+04
-5.450000000000000000e+01,8.320000000000000000e+02,1.184968912014600028e+04
-2.250000000000000000e+01,8.010000000000000000e+02,1.185041428772300060e+04
1.295000000000000000e+02,6.530000000000000000e+02,1.185043349648500043e+04
1.615000000000000000e+02,6.070000000000000000e+02,1.185047660853799971e+04
2.250000000000000000e+01,7.640000000000000000e+02,1.185058033717800026e+04
5.450000000000000000e+01,7.330000000000000000e+02,1.185071202821500083e+04
-8.650000000000000000e+01,8.320000000000000000e+02,1.185093223839699931e+04
8.650000000000000000e+01,6.950000000000000000e+02,1.185100354707299994e+04
1.935000000000000000e+02,5.330000000000000000e+02,1.185146450159900087e+04
-5.450000000000000000e+01,8.010000000000000000e+02,1.185182995486899927e+04
1.615000000000000000e+02,5.760000000000000000e+02,1.185202885829899969e+04
1.295000000000000000e+02,6.140000000000000000e+02,1.185252466490400002e+04
2.250000000000000000e+01,7.330000000000000000e+02,1.185254338568099956e+04
8.650000000000000000e+01,6.640000000000000000e+02,1.185278606679800032e+04
1.935000000000000000e+02,5.020000000000000000e+02,1.185282263814399994e+04
-2.250000000000000000e+01,7.640000000000000000e+02,1.185286322625700086e+04
-1.295000000000000000e+02,8.240000000000000000e+02,1.185289027985699977e+04
5.450000000000000000e+01,6.950000000000000000e+02,1.185300768688899916e+04
-8.650000000000000000e+01,8.010000000000000000e+02,1.185307255707200056e+04
1.615000000000000000e+02,5.380000000000000000e+02,1.185382038107200060e+04
1.295000000000000000e+02,5.830000000000000000e+02,1.185409479694400034e+04
-1.615000000000000000e+02,8.170000000000000000e+02,1.185421341755100002e+04
-5.450000000000000000e+01,7.640000000000000000e+02,1.185427826729600019e+04
1.965000000000000000e+02,4.550000000000000000e+02,1.185447538087000066e+04
5.450000000000000000e+01,6.640000000000000000e+02,1.185478966170099920e+04
8.650000000000000000e+01,6.270000000000000000e+02,1.185480680988700078e+04
-2.250000000000000000e+01,7.330000000000000000e+02,1.185482552033399952e+04
2.250000000000000000e+01,6.950000000000000000e+02,1.185483837635400050e+04
-1.295000000000000000e+02,7.930000000000000000e+02,1.185500889174899930e+04
1.615000000000000000e+02,5.070000000000000000e+02,1.185519117844600078e+04
-1.935000000000000000e+02,8.120000000000000000e+02,1.185522237052799937e+04
-8.650000000000000000e+01,7.640000000000000000e+02,1.185552027956399979e+04
1.965000000000000000e+02,4.240000000000000000e+02,1.185562854283200068e+04
1.295000000000000000e+02,5.450000000000000000e+02,1.185590826828100035e+04
-5.450000000000000000e+01,7.330000000000000000e+02,1.185624005987099918e+04
-1.615000000000000000e+02,7.860000000000000000e+02,1.185631316771400088e+04
8.650000000000000000e+01,5.960000000000000000e+02,1.185641044122499989e+04
2.250000000000000000e+01,6.640000000000000000e+02,1.185661983281900029e+04
5.450000000000000000e+01,6.270000000000000000e+02,1.185680978725199930e+04
1.645000000000000000e+02,4.610000000000000000e+02,1.185684050920799928e+04
-2.250000000000000000e+01,6.950000000000000000e+02,1.185711962932899951e+04
1.295000000000000000e+02,5.140000000000000000e+02,1.185729699461599921e+04
-1.935000000000000000e+02,7.810000000000000000e+02,1.185730856146199949e+04
-8.650000000000000000e+01,7.330000000000000000e+02,1.185748159961000056e+04
-1.295000000000000000e+02,7.540000000000000000e+02,1.185755835478500012e+04
1.645000000000000000e+02,4.300000000000000000e+02,1.185800901983400036e+04
8.650000000000000000e+01,5.590000000000000000e+02,1.185821777048399963e+04
5.450000000000000000e+01,5.960000000000000000e+02,1.185841292867199991e+04
-5.450000000000000000e+01,6.950000000000000000e+02,1.185853358277400002e+04
2.250000000000000000e+01,6.270000000000000000e+02,1.185863937093800087e+04
-1.615000000000000000e+02,7.470000000000000000e+02,1.185883893934099979e+04
1.285000000000000000e+02,4.780000000000000000e+02,1.185887993209500019e+04
-2.250000000000000000e+01,6.640000000000000000e+02,1.185890040163900085e+04
-1.295000000000000000e+02,7.230000000000000000e+02,1.185949278692799999e+04
8.650000000000000000e+01,5.280000000000000000e+02,1.185964267346999986e+04
-8.650000000000000000e+01,6.950000000000000000e+02,1.185977457028000026e+04
-1.935000000000000000e+02,7.420000000000000000e+02,1.185981730684499962e+04
1.285000000000000000e+02,4.470000000000000000e+02,1.186009263492699938e+04
5.450000000000000000e+01,5.590000000000000000e+02,1.186021970594099912e+04
2.250000000000000000e+01,5.960000000000000000e+02,1.186024204632299916e+04
-5.450000000000000000e+01,6.640000000000000000e+02,1.186031390029400063e+04
-1.615000000000000000e+02,7.160000000000000000e+02,1.186075456943800054e+04
9.650000000000000000e+01,4.840000000000000000e+02,1.186086445411000022e+04
-2.250000000000000000e+01,6.270000000000000000e+02,1.186091916441899957e+04
1.285000000000000000e+02,4.070000000000000000e+02,1.186153714276100072e+04
-8.650000000000000000e+01,6.640000000000000000e+02,1.186155445928500012e+04
5.450000000000000000e+01,5.280000000000000000e+02,1.186164417385699926e+04
-1.935000000000000000e+02,7.110000000000000000e+02,1.186171942844200021e+04
-1.295000000000000000e+02,6.840000000000000000e+02,1.186181067148399961e+04
2.250000000000000000e+01,5.590000000000000000e+02,1.186204829851300019e+04
9.650000000000000000e+01,4.520000000000000000e+02,1.186213077501500084e+04
-5.450000000000000000e+01,6.270000000000000000e+02,1.186233214767100071e+04
-2.250000000000000000e+01,5.960000000000000000e+02,1.186252122469499955e+04
1.285000000000000000e+02,3.760000000000000000e+02,1.186256345617800071e+04
-1.615000000000000000e+02,6.770000000000000000e+02,1.186304883634399994e+04
5.350000000000000000e+01,4.920000000000000000e+02,1.186325597557999936e+04
2.250000000000000000e+01,5.280000000000000000e+02,1.186347235256699969e+04
9.650000000000000000e+01,4.130000000000000000e+02,1.186355687214399950e+04
-1.295000000000000000e+02,6.530000000000000000e+02,1.186356112822300020e+04
-8.650000000000000000e+01,6.270000000000000000e+02,1.186357222103300046e+04
1.285000000000000000e+02,3.360000000000000000e+02,1.186376753655100038e+04
-5.450000000000000000e+01,5.960000000000000000e+02,1.186393379905599977e+04
-1.935000000000000000e+02,6.720000000000000000e+02,1.186399673196600088e+04
-2.250000000000000000e+01,5.590000000000000000e+02,1.186432678384499923e+04
5.350000000000000000e+01,4.610000000000000000e+02,1.186450452481100001e+04
9.650000000000000000e+01,3.820000000000000000e+02,1.186459859404199960e+04
1.285000000000000000e+02,3.050000000000000000e+02,1.186460757195500082e+04
-1.615000000000000000e+02,6.460000000000000000e+02,1.186478054861999954e+04
2.150000000000000000e+01,4.920000000000000000e+02,1.186507829055299953e+04
-8.650000000000000000e+01,5.960000000000000000e+02,1.186517348714800028e+04
-1.295000000000000000e+02,6.140000000000000000e+02,1.186564767897400088e+04
-1.935000000000000000e+02,6.410000000000000000e+02,1.186571498494899970e+04
-5.450000000000000000e+01,5.590000000000000000e+02,1.186573889750799935e+04
-2.250000000000000000e+01,5.280000000000000000e+02,1.186575029165299929e+04
9.650000000000000000e+01,3.420000000000000000e+02,1.186582258957600061e+04
5.350000000000000000e+01,4.240000000000000000e+02,1.186588824296600069e+04
2.150000000000000000e+01,4.610000000000000000e+02,1.186632647778799947e+04
9.650000000000000000e+01,3.110000000000000000e+02,1.186667808538399913e+04
-1.615000000000000000e+02,6.070000000000000000e+02,1.186684355285499987e+04
5.350000000000000000e+01,3.930000000000000000e+02,1.186695838457200080e+04
-8.650000000000000000e+01,5.590000000000000000e+02,1.186697815151800023e+04
-5.450000000000000000e+01,5.280000000000000000e+02,1.186716204219999963e+04
-1.295000000000000000e+02,5.830000000000000000e+02,1.186721434495900030e+04
-2.150000000000000000e+01,4.920000000000000000e+02,1.186725441795799998e+04
2.150000000000000000e+01,4.240000000000000000e+02,1.186770979484599957e+04
-1.935000000000000000e+02,6.020000000000000000e+02,1.186776108675499927e+04
5.350000000000000000e+01,3.560000000000000000e+02,1.186812923067799966e+04
-1.615000000000000000e+02,5.760000000000000000e+02,1.186839152988299975e+04
-8.650000000000000000e+01,5.280000000000000000e+02,1.186840095407199988e+04
-2.150000000000000000e+01,4.610000000000000000e+02,1.186850214790700011e+04
-5.350000000000000000e+01,4.920000000000000000e+02,1.186867117536600017e+04
2.150000000000000000e+01,3.930000000000000000e+02,1.186877962631599985e+04
5.350000000000000000e+01,3.250000000000000000e+02,1.186902107107099982e+04
-1.295000000000000000e+02,5.450000000000000000e+02,1.186902381421700011e+04
-1.935000000000000000e+02,5.710000000000000000e+02,1.186929565219100004e+04
-2.150000000000000000e+01,4.240000000000000000e+02,1.186988495828499981e+04
-5.350000000000000000e+01,4.610000000000000000e+02,1.186991858662000050e+04
2.150000000000000000e+01,3.560000000000000000e+02,1.186995013316599943e+04
-1.615000000000000000e+02,5.380000000000000000e+02,1.187017812269199931e+04
-1.295000000000000000e+02,5.140000000000000000e+02,1.187040947665599924e+04
-9.650000000000000000e+01,4.840000000000000000e+02,1.187063241216200004e+04
2.150000000000000000e+01,3.250000000000000000e+02,1.187084171518999938e+04
-2.150000000000000000e+01,3.930000000000000000e+02,1.187095439798000007e+04
-1.935000000000000000e+02,5.330000000000000000e+02,1.187106583312099974e+04
-5.350000000000000000e+01,4.240000000000000000e+02,1.187130104388099971e+04
-1.615000000000000000e+02,5.070000000000000000e+02,1.187154514887500045e+04
-1.285000000000000000e+02,4.780000000000000000e+02,1.187188780562899956e+04
