# %ECSV 0.9
# ---
# datatype:
# - {name: facet_num,datatype: int}
# - {name: chan_id,datatype: int}
# - {name: SPO_MM_num,datatype: int}
# - {name: SPO_row_num,datatype: int}
# - {name: X,unit: mm,datatype: float64}
# - {name: Y,unit: mm,datatype: float64}
# - {name: Z,unit: mm,datatype: float64}
# - {name: DispNX,datatype: float64}
# - {name: DispNY,datatype: float64}
# - {name: DispNZ,datatype: float64}
# - {name: GBarNX,datatype: float64}
# - {name: GBarNY,datatype: float64}
# - {name: GBarNZ,datatype: float64}
# - {name: NormNX,datatype: float64}
# - {name: NormNY,datatype: float64}
# - {name: NormNZ,datatype: float64}
# - {name: xsize,unit: mm,datatype: float64}
# - {name: ysize,unit: mm,datatype: float64}
# - {name: period,unit: mm,datatype: float64}
# Author: Casey DeRoo
# ORIGFILE: arcusTrace.ParamFiles.arcus_params_rev1p8.py
# Description: Specifications of CAT Grating Facets from ARCUS-MEMO-#0002 (E. Hertz, as of 17/11/12)
facet_num,chan_id,SPO_MM_num,SPO_row_num,X,Y,Z,DispNX,DispNY,DispNZ,GBarNX,GBarNY,GBarNZ,NormNX,NormNY,NormNZ,xsize,ysize,period
105,1,22,6,-193.5,672.0,11863.996731966001,0.99988548900492724,-0.00085579324231128452,-0.015108821770862601,0.0,0.99839969400100925,-0.056551313147361115,0.015133039264380352,0.056544837400219948,0.99828536625856901,27,26,0.0002
106,1,22,6,-161.5,646.0,11864.78054862,0.99984113568056376,-0.00096903835727784726,-0.017797875313153064,0.0,0.99852105731556595,-0.054366332388750431,0.017824236337089426,0.054357695518355259,0.99836242794735297,27,26,0.0002
107,1,22,6,-161.5,677.0,11863.048836344,0.99984113574641709,-0.001015540263589889,-0.017795278792083473,0.0,0.99837559060269387,-0.05697525856652591,0.017824232643088678,0.056966207234601038,0.99821698440969708,27,26,0.0002
108,1,22,6,-129.5,653.0,11863.561128223,0.99978953213391597,-0.0011275252126782789,-0.020484631369404906,0.0,0.99848859532537004,-0.054959303172160523,0.020515638801792954,0.05494773600490041,0.99827844556140266,27,26,0.0002
109,1,22,6,-129.5,684.0,11861.810671484,0.99978953219982925,-0.0011810526065627379,-0.020481611713610931,0.0,0.99834156363945636,-0.057568414168926933,0.020515635589632441,0.057556297871437491,0.99813144488673833,27,26,0.0002
110,1,23,6,-86.5,664.0,11861.554459285,0.99970876533785646,-0.0013488137211688073,-0.024094920796799188,0.0,0.99843683900068381,-0.055891667771882959,0.024132644004717745,0.05587539018090279,0.99814605958520586,27,26,0.0002
111,1,23,6,-86.5,695.0,11859.77457028,0.99970876539532905,-0.001411785768619947,-0.024091310730017339,0.0,0.99828734481251946,-0.058501087059728216,0.024132641623882088,0.058484049518765555,0.99799660899230502,27,26,0.0002
112,1,23,6,-54.5,664.0,11860.313900294001,0.99964015115223004,-0.0014994373793561376,-0.02678282830270784,0.0,0.9984365127447109,-0.055897495634247438,0.026824768486362349,0.05587738098485022,0.99807722651602826,27,26,0.0002
113,1,23,6,-54.5,695.0,11858.533582774,0.99964015119500038,-0.0015694416850925705,-0.026778815725000953,0.0,0.99828698725793574,-0.058507188203447871,0.026824766892490692,0.058486134461688988,0.9979277548785247,27,26,0.0002
114,1,23,6,-22.5,664.0,11858.900401639001,0.99956426960368605,-0.0016501391310224077,-0.029471137957291955,0.0,0.99843614088273447,-0.05590413740674547,0.029517298854222183,0.055879778274797655,0.99800109190737363,27,26,0.0002
115,1,23,6,-22.5,695.0,11857.119629329,0.99956426962426359,-0.0017271793539619083,-0.02946672262047989,0.0,0.99828657973186219,-0.058514141258850336,0.029517298157403452,0.058488644870093691,0.99785159594538264,27,26,0.0002
116,1,24,6,22.5,695.0,11854.838376354001,0.99944525225442804,-0.0019491562074985828,-0.033247383899514857,0.0,0.9982859219285285,-0.058525362701208811,0.033304470361844064,0.058492895888191523,0.9977321250639023,27,26,0.0002
117,1,24,6,22.5,664.0,11856.619832819,0.99944525227947068,-0.0018622146459614489,-0.033252366120892364,0.0,0.99843554063316742,-0.055914856706913506,0.033304469610331636,0.055883838067611616,0.99788166079290563,27,26,0.0002
118,1,24,6,54.5,695.0,11853.007686888999,0.99935185402235571,-0.0021071331779522226,-0.035936497490023797,0.0,0.99828539377220615,-0.058534370937692669,0.035998220262675677,0.05849643212061547,0.99763835910969156,27,26,0.0002
119,1,24,6,54.5,664.0,11854.789661700999,0.99935185409132965,-0.0020131449952347879,-0.035941883248515771,0.0,0.99843505867924731,-0.055923461983035674,0.035998218347881847,0.055887215419952695,0.99778792708089126,27,26,0.0002
120,1,24,6,86.5,695.0,11851.003547073,0.9992511618478036,-0.0022652273766298227,-0.038626212482542298,0.0,0.99828481529552238,-0.058544235842520442,0.038692577399474695,0.058500395685130401,0.99753726153907096,27,26,0.0002
121,1,24,6,86.5,664.0,11852.786066798,0.99925116197130137,-0.0021641873312254556,-0.038632002176942515,0.0,0.99843453080101585,-0.055932885712748855,0.038692574210097828,0.055891001040872301,0.99768686505518611,27,26,0.0002
122,1,25,6,129.5,684.0,11848.679164612,0.99910435405849807,-0.0024386508862653125,-0.042243847874056134,0.0,0.99833789478480606,-0.057632003579967693,0.042314178490802344,0.057580385709860675,0.99744373750109461,27,26,0.0002
123,1,25,6,129.5,653.0,11850.433496485,0.99910435427006694,-0.0023281258931784178,-0.042250078206057549,0.0,0.99848525248225495,-0.05502000159439803,0.042314173495325028,0.054970723164909106,0.99759096342946818,27,26,0.0002
124,1,25,6,161.5,677.0,11846.671413077,0.99898652783989783,-0.0025680009211310291,-0.044936873118343226,0.0,0.99837110714619448,-0.057053767760611773,0.04501018989501164,0.056995945355357465,0.99735928582365141,27,26,0.0002
125,1,25,6,161.5,646.0,11848.407908241999,0.99898652813002287,-0.0024504100028329401,-0.044943432284831435,0.0,0.99851697625234492,-0.054441235620383242,0.045010183455782671,0.054386060959515183,0.99750500738521852,27,26,0.0002
126,1,25,6,193.5,672.0,11844.37200702,0.99886137247335915,-0.0027023496904155335,-0.047630409265382298,0.0,0.99839439934743213,-0.056644711594994526,0.047707007668026144,0.056580214367133855,0.99725760000189123,27,26,0.0002
127,1,25,6,193.5,641.0,11846.095948718999,0.99886137285470711,-0.0025776860305058652,-0.047637310519571124,0.0,0.99853922559625397,-0.054031610614838327,0.047706999683588429,0.053970088756288372,0.99740226172835023,27,26,0.0002
128,1,26,7,-193.5,711.0,11861.719428442,0.99988548908662744,-0.00090545979169908092,-0.015105921241730005,0.0,0.99820838143127366,-0.059833328842347766,0.015133033866205865,0.059826477273211928,0.99809407567778019,27,26,0.0002
129,1,26,7,-193.5,742.0,11859.817306845,0.99988548915488529,-0.00094493832821644663,-0.015103498569922633,0.0,0.99804858725982126,-0.062442112942108406,0.015133029356205831,0.062434962642984655,0.99793429987262849,27,26,0.0002
130,1,26,7,-161.5,716.0,11860.754569438001,0.99984113583368306,-0.0010740426750491751,-0.017791838779135358,0.0,0.99818286832582526,-0.060257459130204021,0.017824227747943851,0.060247886379194919,0.99802429283661687,27,26,0.0002
131,1,26,7,-161.5,747.0,11858.838939341,0.99984113590656487,-0.0011205446028658612,-0.017788966492281223,0.0,0.99802195214343725,-0.062866390383119281,0.01782422365968616,0.062856403171003522,0.99786340229078152,27,26,0.0002
132,1,26,7,-129.5,723.0,11859.492786928,0.99978953228712808,-0.0012483935539262941,-0.020477613206135954,0.0,0.99814687013359227,-0.060850847508590718,0.020515631335291593,0.060838040369889268,0.99793679244472488,27,26,0.0002
133,1,26,7,-129.5,754.0,11857.558354785,0.99978953236000168,-0.0013019210007232575,-0.020474276179570434,0.0,0.99798438513255183,-0.063459964005683198,0.020515627783946791,0.06344660773682452,0.99777434171425761,27,26,0.0002
134,1,27,7,-86.5,733.0,11857.481599610001,0.9997087654693837,-0.0014889773712399592,-0.024086660002337636,0.0,0.99809475645713819,-0.061699733652308186,0.024132638556118899,0.061681764559338832,0.99780407679923111,27,26,0.0002
135,1,27,7,-86.5,764.0,11855.520279564,0.99970876553274091,-0.0015519495199315132,-0.024082681945559778,0.0,0.99793002363668937,-0.064309158947047862,0.024132635931522411,0.06429042990340203,0.99763939201789364,27,26,0.0002
136,1,27,7,-54.5,733.0,11856.240059870999,0.99964015125011108,-0.0016552534996382216,-0.026773646455187382,0.0,0.9980943585566503,-0.061706170010696018,0.026824764838772257,0.061683965122557229,0.99773519554945234,27,26,0.0002
137,1,27,7,-54.5,764.0,11854.278267296,0.99964015129725947,-0.0017252579473050324,-0.026769224856305958,0.0,0.99792959120353375,-0.064315868962084854,0.026824763081753543,0.064292724980073226,0.99757048753471278,27,26,0.0002
138,1,27,7,-22.5,733.0,11854.825520334,0.99956426965077672,-0.0018216158679942068,-0.029461034488599037,0.0,0.99809390505975126,-0.061713504863813919,0.029517297259555292,0.061686614416787834,0.99765900525394224,27,26,0.0002
139,1,27,7,-22.5,764.0,11852.863226257001,0.99956426967346002,-0.0018986562776244309,-0.02945616907376521,0.0,0.99792909836171906,-0.064323515474253579,0.029517296491426929,0.064295487767851767,0.99749427038982608,27,26,0.0002
140,1,28,7,22.5,764.0,11850.580337178,0.99944525219455649,-0.0021426717061681488,-0.033235475379769501,0.0,0.99792830288819112,-0.064335855436100431,0.033304472158550688,0.064300165261485909,0.99737470435217379,27,26,0.0002
141,1,28,7,22.5,733.0,11852.543385681,0.99944525222216096,-0.0020557298880742557,-0.033240965467450562,0.0,0.99809317307359169,-0.061725342152873938,0.033304471330152692,0.061691100156478287,0.99753948310375284,27,26,0.0002
142,1,28,7,54.5,764.0,11848.748408121999,0.99935185385745573,-0.0023163331788354172,-0.035923624431160109,0.0,0.99792766422067469,-0.064345761189593592,0.03599822484048925,0.064304055732689491,0.99728086125457194,27,26,0.0002
143,1,28,7,54.5,733.0,11850.712028215001,0.99935185393348502,-0.0022223446849279479,-0.035929559193063176,0.0,0.9980925853678313,-0.061734844567378877,0.035998222729830123,0.061694831370705618,0.99744567558460728,27,26,0.0002
144,1,28,7,86.5,764.0,11846.742965185,0.99925116155255334,-0.0024901235529248252,-0.038612373930698489,0.0,0.99792696472248976,-0.064356608671983312,0.038692585024432201,0.064308415969062449,0.99717967864356172,27,26,0.0002
145,1,28,7,86.5,733.0,11848.707186162001,0.999251161688682,-0.002389083137556541,-0.038618753806691199,0.0,0.9980919416773838,-0.061745250494834827,0.038692581508862692,0.061699013285722359,0.99734453219323793,27,26,0.0002
146,1,29,7,129.5,754.0,11844.417429398,0.99910435354443328,-0.0026882241859728035,-0.042228712735365416,0.0,0.99797992370781163,-0.063530086385509554,0.042314190628677549,0.063473185888816536,0.99708608652641606,27,26,0.0002
147,1,29,7,129.5,723.0,11846.356146986,0.99910435377830686,-0.0025776987376470392,-0.042235597905675042,0.0,0.99814276936484592,-0.060918075845152665,0.042314185106556518,0.060863514800689147,0.99724878656475413,27,26,0.0002
148,1,29,7,161.5,747.0,11842.449882706,0.99898652713444502,-0.0028335296378744082,-0.044920927346304901,0.0,0.99801648970707324,-0.06295304816108141,0.045010205552304644,0.062889246954966185,0.99700502707537864,27,26,0.0002
149,1,29,7,161.5,716.0,11844.370807369,0.99898652745547234,-0.0027159382010596925,-0.044928183160963274,0.0,0.99817785148444038,-0.060340507173096108,0.045010198427212461,0.060279353725753305,0.99716622563740531,27,26,0.0002
150,1,29,7,193.5,742.0,11840.178737897,0.99886137154560251,-0.0029838492233096006,-0.047613622817952575,0.0,0.99804212753158383,-0.062545276977800754,0.047707027092847645,0.062474061145745663,0.99690572836648894,27,26,0.0002
151,1,29,7,193.5,711.0,11842.087161337,0.9988613719678705,-0.0028591849771196572,-0.047621262601176259,0.0,0.99820245209992742,-0.059932166836282517,0.047707018251653244,0.059863926391096466,0.99706587080622611,27,26,0.0002
152,1,30,8,-193.5,781.0,11857.308561461999,0.99988548924493648,-0.00099460487053139855,-0.015100303260721837,0.0,0.99783783156515193,-0.065724134816332644,0.015133023406254657,0.065716608696028911,0.99772356840162846,27,26,0.0002
153,1,30,8,-193.5,812.0,11855.222370527999,0.99988548931984134,-0.0010340834011513269,-0.015097646145715383,0.0,0.99766257396389746,-0.068332924068349205,0.015133018457061741,0.068325099218736904,0.99754833094398399,27,26,0.0002
154,1,30,8,-161.5,786.0,11856.313167714001,0.99984113600268409,-0.0011790470427588005,-0.017785179361851682,0.0,0.99780978298871326,-0.066148597657221309,0.017824218267914957,0.066138089026580651,0.99765126693802675,27,26,0.0002
155,1,30,8,-161.5,817.0,11854.213417551,0.99984113608261205,-0.0012255489942752504,-0.017782031005879811,0.0,0.99763340032750403,-0.068757534503369688,0.017824213784384434,0.068746611412088557,0.99747491237741104,27,26,0.0002
156,1,30,8,-129.5,793.0,11855.008891748999,0.99978953245606739,-0.0013692620180135969,-0.020469878182453174,0.0,0.99777023979786839,-0.066742404614339959,0.02051562310236877,0.066728357504364608,0.99756024154608902,27,26,0.0002
157,1,30,8,-129.5,824.0,11852.890279857,0.99978953253591796,-0.0014227895230690395,-0.020466223432363338,0.0,0.99759228429230329,-0.069351527167496513,0.020515619210990765,0.069336930927443363,0.99738232357404077,27,26,0.0002
158,1,31,8,-86.5,801.0,11853.072557072001,0.99970876561182731,-0.0016271098903753874,-0.024077717339511778,0.0,0.99772443742064942,-0.067423638092649674,0.024132632655323446,0.067404002010661393,0.99743386575455228,27,26,0.0002
159,1,31,8,-86.5,832.0,11850.932238396999,0.99970876568099698,-0.0016900821485564014,-0.024073376225800872,0.0,0.99754467023921323,-0.070033069883731647,0.024132629789930138,0.070012673850316343,0.99725415099650072,27,26,0.0002
160,1,31,8,-54.5,801.0,11851.829954868999,0.99964015135611273,-0.001808811732544493,-0.026763706709724486,0.0,0.99772396186194157,-0.067430674967041304,0.026824760888551125,0.06740641013009803,0.99736493224729195,27,26,0.0002
161,1,31,8,-54.5,832.0,11849.689120146,0.99964015140758578,-0.0018788163337000543,-0.026758881572353524,0.0,0.99754415694471277,-0.070040380820368314,0.026824758970380686,0.07001517688791796,0.99718519208396517,27,26,0.0002
162,1,31,8,-22.5,801.0,11850.414287723001,0.9995642697017737,-0.0019906078521825998,-0.029450097044642035,0.0,0.99772341988773006,-0.067438693696811658,0.02951729553261959,0.067409308614695129,0.99728868156443495,27,26,0.0002
163,1,31,8,-22.5,832.0,11848.272905311,0.99956426972653634,-0.0020676484636999665,-0.02944478758433201,0.0,0.99754357198118382,-0.070048711615708664,0.029517294694058147,0.070018189271440601,0.99710891204777252,27,26,0.0002
164,1,32,8,22.5,832.0,11845.988250449,0.9994452521299646,-0.0023333832304685219,-0.033222632610486594,0.0,0.99754262787086756,-0.070062155123031114,0.033304474096907746,0.070023288291706537,0.99698924322278681,27,26,0.0002
165,1,32,8,22.5,801.0,11848.130456769,0.99944525216009972,-0.0022464411349463029,-0.033228623758172302,0.0,0.99772254513788028,-0.067451633957901089,0.033304473192575068,0.067414215309665196,0.99716906071114508,27,26,0.0002
166,1,32,8,54.5,832.0,11844.154983551,0.99935185367955848,-0.0025225020210669826,-0.035909741446920634,0.0,0.99754186989884275,-0.070072946268304251,0.035998229779129087,0.070027528746017934,0.9968953168063811,27,26,0.0002
167,1,32,8,54.5,801.0,11846.297814104,0.99935185376255542,-0.0024285131906628585,-0.035916217855271104,0.0,0.99772184283732046,-0.067462021354993226,0.035998227475037128,0.067418296099681571,0.99707517317886885,27,26,0.0002
168,1,32,8,86.5,832.0,11842.148134204999,0.99925116123403601,-0.0027117612267580872,-0.038597449701758109,0.0,0.99754103975676611,-0.070084762973060613,0.038692593250268137,0.070032280785642984,0.99679404235555602,27,26,0.0002
169,1,32,8,86.5,801.0,11844.291620983,0.99925116138263748,-0.0026107204113497533,-0.038604411851284867,0.0,0.9977210736571106,-0.067473396094330465,0.038692589412571782,0.067422869409690458,0.99697394158779984,27,26,0.0002
170,1,33,8,129.5,824.0,11839.739007243001,0.99910435297993072,-0.0029377985883270617,-0.042212097744707931,0.0,0.99758695182202906,-0.069428189911828586,0.042314203957469793,0.069366006760425244,0.99669346604136932,27,26,0.0002
171,1,33,8,129.5,793.0,11841.862316254999,0.99910435323615376,-0.0028272726389002439,-0.042219638487227776,0.0,0.99776530278045039,-0.06681616995485587,0.042314197907639448,0.066756326268463215,0.99687165751593698,27,26,0.0002
172,1,33,8,161.5,817.0,11837.811569428,0.99898652635911478,-0.0030990596113491353,-0.04490340724795084,0.0,0.99762686105510756,-0.068852350005889337,0.045010222760502074,0.068782569964045359,0.99661579252798882,27,26,0.0002
173,1,33,8,161.5,786.0,11839.917127520001,0.99898652671110499,-0.002981467603278914,-0.044911360484997484,0.0,0.99780373270129541,-0.066239799270241415,0.045010214948195869,0.066172667003019256,0.99679248527064279,27,26,0.0002
174,1,33,8,193.5,812.0,11835.568569861,0.99886137052531832,-0.003265350177842837,-0.047595167406978708,0.0,0.9976548319045595,-0.068445864575479048,0.047707048454942877,0.068367930096653359,0.9965188727073947,27,26,0.0002
175,1,33,8,193.5,781.0,11837.66167777,0.9988613709885853,-0.0031406852853311466,-0.047603546535340151,0.0,0.99783067189448682,-0.06583274433438624,0.04770703875534292,0.065757785261786078,0.99669451294298861,27,26,0.0002
